studiepgm_navn,identifikator,studiepgm_navn_en,instnr,instnavn,instnavn_en,studiested,NUSKODE,fagfelt,fagfelt_nyn,fagfelt_eng,faggruppe,faggruppe_nyn,faggruppe_eng,utdanningsgruppe,utdanningsgruppe_nyn,utdanningsgruppe_eng,bama,fagfelt_bama,studprog_kod,Prosenttall_Praksis,STUDIENIVAKODE,utd_type,utd_gruppe,aggregerte_data,oppr_utvalg,end_utvalg,andel_svart,terskel,an_heltd_DBH,stupoeng_DBH,organis_DBH,pc_praksDBH,undsprakDBH,vidutd_DBH,totstud_DBH,totkvi_DBH,totmenn_DBH,aldmedian_DBH,totkvi_prosent_DBH,totmenn_prosent_DBH,underv_engasj_18,underv_formidl_18,underv_pensum_18,underv_aktiv_18,indeks_underv_18,omftilb_forinnlev_15,omftilb_etterinnlev_15,omftilb_ikkeskrift_15,omftilb_andrestud_15,omftilb_fagprobl_15,omftilb_fagutvikl_15,tilbveil_antall_16,tilbveil_konstru_13,tilbveil_fagdisk_18,indeks_tilbveil_16,tilbveil_student_18,miljo_sosial_13,miljo_fag_13,miljo_studans_15,indeks_psymiljo_15,miljo_lokaler_13,miljo_utstyr_13,miljo_biblio_13,miljo_ikt_13,indeks_fysmiljo_13,indeks_miljo_13,organ_tilgjinfo_17,organ_kvalinfo_17,organ_admtilr_17,organ_fagligsam_17,indeks_organ_17,vurd_pensum_13,vurd_forstaelse_13,vurd_laert_17,vurd_kriterier_17,vurd_fagutv_17,indeks_vurd_17,medvirk_innspill_18,medvirk_oppfolg_18,medvirk_tillitsv_18,indeks_medvirk_18,insp_stimul_13,insp_utfordr_13,insp_motivasjon_14,indeks_insp_14,praksis_forber_14,praksis_organ_18,praksis_komm_14,praksis_tilbakem_14,praksis_fagutford_14,praksis_teori_14,praksis_undervis_14,indeks_praksis_14,yrkrel_komp_16,yrkrel_bruk_18,yrkrel_bransje_18,yrkrel_kontakter_18,indeks_yrkrel_18,laerutb_teori_13,laerutb_metforsk_13,laerutb_egenerf_13,laerutb_fagspes_13,laerutb_refleks_13,laerutb_samarb_13,laerutb_muntkom_13,laerutb_skriftkom_13,laerutb_tenke_13,laerutb_selvst_13,egeteng_motivert_14,egeteng_orgakt_14,egeteng_forberedt_14,egeteng_innsats_14,indeks_egeteng_14,forvent_klare_16,forvent_forberedt_16,forvent_deltar_16,forvent_fagamb_16,indeks_forvent_16,overord_garpahelst_13,overord_altialt_13,tidsbruk_laerakt_14,tidsbruk_egeninns_14,tidsbruk_arbeid_14,digitale_aktivt_18,digitale_kompet_18,digitale_opplaer_18,digitale_laerplatt_18,indeks_digi_18,undbruk_forelesn_14,undbruk_seminar_14,undbruk_gruppe_14,undbruk_innlev_14,undbruk_prosjekt_14,undbruk_feltarb_17,undbruk_lab_14,undbruk_praktov_14,undbruk_case_14,undbruk_simul_14,undbruk_praksis_14,undbruk_digital_14,undbidr_forelesn_14,undbidr_seminar_14,undbidr_gruppe_14,undbidr_innlev_14,undbidr_prosjekt_14,undbidr_feltarb_17,undbidr_lab_14,undbidr_praktov_14,undbidr_case_14,undbidr_simul_14,undbidr_praksis_14,undbidr_digital_14,studiestart_samsvar_18,studiestart_forventn_18,studiestart_innfor_18,studiestart_fagfellans_18,studiestart_fagfellstud_18,studiestart_sosfell_18
Materialteknologi - masterstudium (5-årig),1150_MTMT,Materials Science and Engineering (5-year),1150,NTNU,NTNU,Trondheim,755208,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Mekaniske fag,Mekaniske fag,Mechanical subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTMT,,M5,SIVING,SIVING,0,56,47,1,1,1.0,300,1,0,NOR,0,151,49,102,22,0.32,0.68,3.4,3.6,4.1,2.9,3.5,,,,,,,3.2,3.4,3.4,3.3,3.9,4.7,4.5,4.0,4.4,3.9,3.8,4.2,3.5,3.8,4.1,3.6,3.5,3.7,3.6,3.6,4.1,4.1,4.0,3.8,4.1,4.0,3.3,3.0,3.8,3.4,4.1,4.4,3.8,4.1,,,,,,,,,3.9,3.4,4.0,3.4,3.7,4.0,3.6,3.5,3.1,3.7,4.0,3.5,3.8,3.5,4.0,3.9,3.6,2.7,3.9,3.5,3.5,3.4,3.4,3.5,3.5,4.3,4.4,20.4,23.9,1.2,3.1,3.1,3.2,3.4,3.2,4.6,1.4,2.1,4.5,3.8,2.2,3.6,1.7,1.4,0.4,0.2,2.1,3.7,2.9,3.4,4.1,4.0,3.3,3.5,3.4,3.3,3.4,3.7,3.4,3.4,3.1,3.3,2.8,4.2,4.4
Nanoteknologi - masterstudium (5-årig),1150_MTNANO,Nanotechnology,1150,NTNU,NTNU,Trondheim,752199,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,Fysiske fag,Fysiske fag,Physics,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTNANO,,M5,SIVING,SIVING,0,70,45,1,1,1.0,300,1,0,NOR,0,186,72,114,22,0.39,0.61,3.2,3.3,4.0,2.3,3.2,,,,,,,3.3,3.5,3.3,3.4,3.9,4.6,4.6,3.6,4.3,3.7,3.8,4.2,3.7,3.8,4.0,3.8,3.6,3.4,3.1,3.5,4.2,4.0,3.9,3.7,4.2,4.0,3.2,2.7,3.7,3.2,4.1,4.7,3.8,4.2,,,,,,,,,3.5,2.7,2.9,3.2,3.0,4.3,3.8,3.2,2.5,3.9,3.9,3.3,4.0,3.5,4.2,4.0,3.5,2.8,3.8,3.5,3.3,2.9,2.7,3.3,3.1,4.4,4.3,16.7,25.3,2.0,3.0,3.3,3.1,3.3,3.2,4.5,0.7,2.0,4.4,2.8,0.8,3.6,1.3,0.4,0.1,0.2,2.6,3.6,2.5,3.1,4.3,3.4,2.5,3.8,3.2,2.0,1.7,3.4,3.3,3.8,3.0,3.3,2.4,4.3,4.7
Petroleumsfag - masterstudium (5-årig),1150_MTPETR,Petroleum Geoscience and Engineering (5-year),1150,NTNU,NTNU,Trondheim,752212,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Fysiske og kjemiske fag,Fysiske og kjemiske fag,Physics and chemistry,Kjemiske fag,Kjemiske fag,Chemistry,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTPETR,,M5,SIVING,SIVING,0,37,17,0,1,1.0,300,1,0,NOR,0,104,33,71,22,0.32,0.68,3.1,3.2,3.9,2.6,3.2,,,,,,,2.9,3.1,3.1,3.0,3.7,3.9,3.8,3.3,3.7,3.0,3.7,3.8,4.0,3.6,3.6,3.3,3.1,3.7,3.1,3.3,4.1,4.3,3.7,3.9,4.0,4.0,2.9,2.2,3.1,2.7,3.8,4.6,3.7,4.0,,,,,,,,,3.9,2.8,4.3,3.0,3.5,3.9,3.4,3.1,2.9,3.9,4.2,3.8,3.9,4.0,4.5,3.9,3.4,3.3,4.2,3.7,3.6,3.5,2.7,3.1,3.3,4.5,4.0,15.8,26.1,3.0,3.2,3.3,3.5,3.5,3.4,4.6,1.1,1.1,4.4,3.9,1.9,2.2,1.9,1.1,0.9,0.6,2.1,4.0,2.1,3.1,4.5,4.2,3.1,3.2,2.7,2.6,2.0,3.0,3.9,3.6,2.9,2.9,2.4,3.6,3.7
Produktutvikling og produksjon - masterstudium (5-årig),1150_MTPROD,Mechanical Engineering (5-year),1150,NTNU,NTNU,Trondheim,755208,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Mekaniske fag,Mekaniske fag,Mechanical subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTPROD,,M5,SIVING,SIVING,0,231,85,0,1,1.0,300,1,0,NOR,0,590,146,444,23,0.25,0.75,3.5,3.7,4.2,2.7,3.5,,,,,,,2.8,3.2,3.1,3.1,3.7,4.2,4.1,3.4,3.9,3.4,3.8,4.3,4.1,3.9,3.9,3.5,3.5,3.6,3.7,3.6,4.2,4.3,3.9,3.9,4.1,4.1,3.4,3.1,4.0,3.5,3.8,4.6,3.6,4.0,,,,,,,,,3.8,2.9,3.0,2.9,3.2,4.0,3.7,3.2,3.1,3.7,4.0,3.3,3.9,3.7,4.2,3.8,3.6,2.8,3.8,3.5,3.7,3.3,3.0,3.4,3.4,4.4,4.0,15.2,25.2,2.4,3.1,3.5,3.3,3.2,3.3,4.6,1.0,2.2,4.4,3.5,1.1,2.6,1.8,0.9,0.4,0.3,2.4,3.8,2.4,3.5,4.0,3.8,2.9,3.2,3.3,3.1,2.6,2.9,3.4,3.6,3.4,3.4,2.4,3.9,4.2
Bachelor i radiografi,1150_MTRAD,Bachelor in radiography,1150,NTNU,NTNU,Trondheim,669938,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other",Bachelor,"Helse-, sosial- og idretttsfag - bachelor",MTRAD,30,B3,HELSE OG SOSIAL ANDRE,RADIOGRAFI,0,29,23,1,1,1.0,180,1,30,NOR,0,119,86,33,22,0.72,0.28,4.0,3.8,4.2,3.6,3.9,,,,,,,3.5,3.8,4.1,3.8,3.6,4.0,4.0,4.5,4.2,3.1,3.9,4.6,4.0,3.9,4.0,3.8,4.0,4.0,4.3,4.0,4.4,4.6,4.4,4.1,4.4,4.4,4.0,3.2,4.0,3.8,4.2,4.5,3.8,4.1,4.1,3.9,3.8,4.1,4.7,4.2,3.9,4.1,4.8,4.5,4.3,3.3,4.2,4.0,3.4,3.2,4.2,4.2,4.4,4.1,4.1,3.8,3.9,3.8,4.0,3.2,3.6,3.7,4.3,3.9,4.0,3.8,4.0,4.4,4.4,20.8,18.8,4.0,3.5,3.1,3.7,3.6,3.5,4.8,1.8,3.8,4.4,3.9,1.4,2.6,3.3,4.6,1.4,4.5,3.3,3.6,4.0,3.4,3.9,3.6,3.2,4.2,4.4,4.2,2.9,4.9,3.1,3.9,4.0,4.0,3.9,4.2,4.1
Technology Management - Master Programme,1150_MTS,Technology Management - Master Programme,1150,NTNU,NTNU,Trondheim,755205,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Mekaniske fag,Mekaniske fag,Mechanical subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTS,,ME,TEKN-FAG,TEKN-FAG,0,22,8,0,0,1.0,90,1,0,ENG,0,46,13,33,42,0.28,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tekniske geofag - masterstudium (5-årig),1150_MTTEKGEO,Geotechnology,1150,NTNU,NTNU,Trondheim,756211,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects",Geofag,Geofag,Earth sciences,Geofysikk,Geofysikk,Geophysics,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTTEKGEO,,M5,SIVING,SIVING,0,48,24,1,1,1.0,300,1,0,NOR,0,111,59,52,22,0.53,0.47,3.2,3.3,3.9,2.8,3.3,,,,,,,3.0,3.0,2.7,2.8,3.3,4.0,3.4,3.6,3.7,3.4,3.6,3.9,3.7,3.6,3.7,3.0,3.1,3.1,3.5,3.2,4.1,4.1,4.0,3.7,4.0,4.0,3.4,3.0,3.7,3.4,3.4,4.5,3.3,3.7,,,,,,,,,3.7,2.7,3.5,3.3,3.3,3.5,3.2,3.0,3.0,3.5,3.6,2.9,3.5,3.2,4.0,3.3,3.6,2.8,3.1,3.2,3.6,3.1,3.0,3.5,3.3,3.6,3.8,15.9,20.6,3.3,3.0,3.4,3.1,3.4,3.2,4.6,1.5,2.0,4.4,3.4,3.7,2.6,2.1,1.5,0.6,0.3,2.3,3.7,2.8,3.1,3.9,3.7,3.9,3.6,3.1,2.3,2.6,3.0,3.1,3.7,2.8,3.0,2.5,3.6,4.0
Kybernetikk og robotikk - masterstudium (5-årig),1150_MTTK,Cybernetics and Robotics - Master's Programme,1150,NTNU,NTNU,Trondheim,755101,"Naturvitenskapelige fag, håndverksfag og tekniske fag","Naturvitskapelege fag, handverksfag og tekniske fag","Natural sciences, vocational and technical subjects","Utdanninger i elektrofag, mekaniske fag og maskinfag","Utdanningar i elektrofag, mekaniske fag og maskinfag","Electrical, electronic, mechanical and machine subjects",Elektro,Elektro,Electrical and electronic subjects,Master,"Naturvitenskapelige fag, håndverksfag og tekniske fag - master",MTTK,,M5,SIVING,SIVING,0,265,194,1,1,1.0,300,1,0,NOR,0,749,169,580,22,0.23,0.77,3.5,3.4,4.1,2.9,3.5,,,,,,,3.3,3.5,3.5,3.4,4.0,4.1,4.3,3.6,4.0,3.3,3.8,4.2,4.0,3.8,3.9,3.9,3.9,3.9,3.9,3.9,4.2,4.2,4.1,3.8,4.2,4.1,3.6,3.2,3.9,3.5,4.1,4.7,3.7,4.2,,,,,,,,,4.2,3.3,3.7,3.7,3.7,4.1,3.5,3.4,3.2,3.9,4.0,3.4,3.8,3.6,4.2,3.9,3.3,2.8,3.8,3.4,3.6,3.3,2.9,3.5,3.3,4.5,4.3,15.4,25.9,3.8,3.2,3.6,3.6,3.4,3.5,4.6,0.6,1.9,4.7,3.5,0.8,3.8,2.1,0.6,0.3,0.5,3.0,3.5,2.1,3.3,4.2,3.7,2.2,3.5,3.0,2.4,2.0,2.9,3.3,3.8,3.5,3.7,2.6,4.1,4.2
Tysk - masterstudium,1150_MTYSK,German - Master's Programme,1150,NTNU,NTNU,Trondheim,711127,Humanistiske og estetiske fag,Humanistiske og estetiske fag,Humanities and arts,Språkutdanninger,Språkutdanningar,Languages,Utdanninger i germanske og romanske språk,Utdanningar i germanske og romanske språk,Germanic and Romance languages,Master,Humanistiske og estetiske fag - master,MTYSK,,M2,SPRÅK,SPRÅK,0,2,0,0,0,1.0,120,1,0,GER,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voksnes læring - masterstudium,1150_MVL,Adult Learning - Master's Programme,1150,NTNU,NTNU,Trondheim,724119,Lærerutdanninger og utdanninger i pedagogikk,Lærarutdanningar og utdanningar i pedagogikk,Teacher training and pedagogy,Utdanninger i pedagogikk,Utdanningar i pedagogikk,Pedagogy,Pedagogikk,Pedagogikk,Pedagogy,Master,Lærerutdanninger og utdanninger i pedagogikk - master,MVL,0,M2,SAMF-ANDRE,SAMF-ANDRE,0,12,7,1,1,1.0,120,1,0,NOR,0,25,16,9,32,0.64,0.36,3.4,3.7,3.7,4.3,3.8,,,,,,,3.1,3.6,3.3,3.4,3.4,2.3,3.1,3.7,3.0,2.7,3.0,3.9,3.1,3.2,3.1,3.3,2.7,2.6,3.6,3.0,3.7,3.7,3.8,3.2,3.5,3.6,3.5,2.0,3.5,3.1,3.2,3.5,2.5,3.1,,,,,,,,,3.6,2.0,1.7,1.3,2.1,3.7,3.5,2.5,2.5,3.3,3.3,3.2,3.7,3.3,4.2,3.0,3.7,3.7,3.7,3.5,3.7,3.8,4.3,3.3,3.8,4.0,3.0,10.2,20.6,21.6,2.7,2.8,2.4,2.8,2.7,4.0,3.7,1.7,3.7,1.5,0.3,0.0,1.5,1.2,0.0,0.0,0.2,3.7,3.2,3.3,3.5,2.7,3.0,,2.7,3.0,,,,2.5,3.0,2.8,2.3,2.5,1.8
Bachelor i sykepleie,1150_SPBSP,Bachelor of Nursing,1150,NTNU,NTNU,Trondheim,661120,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport",Pleie- og omsorgsfag,Pleie- og omsorgsfag,Nursing and caring,Sykepleiefag,Sjukepleiefag,Nursing,Bachelor,"Helse-, sosial- og idretttsfag - bachelor",SPBSP,50,B3,SYKEPLEIE,SYKEPLEIE,0,189,86,0,1,1.0,180,1,50,NOR,0,647,564,83,22,0.87,0.13,3.2,3.3,3.6,3.3,3.3,,,,,,,2.7,3.0,2.9,2.9,3.3,3.9,3.8,3.5,3.7,3.9,3.7,4.4,3.3,3.8,3.8,3.1,3.1,2.5,3.5,3.1,4.0,4.1,4.0,3.7,3.9,3.9,3.6,2.9,3.8,3.5,3.6,4.1,3.3,3.7,3.3,3.6,3.0,3.7,3.7,3.6,3.5,3.5,4.5,4.0,3.7,3.4,3.9,3.5,3.1,2.7,3.7,3.9,4.1,3.9,3.7,3.3,3.9,3.9,3.5,2.9,3.5,3.5,3.3,3.7,3.5,3.5,3.5,4.3,3.8,20.6,16.4,5.5,3.1,2.6,2.6,2.6,2.7,4.5,3.9,2.7,3.1,1.6,1.1,0.9,3.4,3.3,3.1,4.6,2.1,2.6,3.4,2.7,3.4,3.0,2.9,3.7,4.4,3.9,3.9,4.7,2.7,3.5,3.4,3.4,3.3,4.0,4.0
Master i psykisk helsearbeid,1150_SPMPH,Master in Mental Health Work,1150,NTNU,NTNU,Trondheim,769931,"Helse-, sosial- og idrettsfag","Helse-, sosial- og idrettsfag","Health, welfare and sport","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other","Helse-, sosial- og idrettsfag, andre","Helse-, sosial- og idrettsfag, andre","Health, welfare and sport, other",Master,"Helse-, sosial- og idrettsfag - master",SPMPH,10,ME,HELSE OG SOSIAL ANDRE,HELSE OG SOSIAL DIV,0,10,5,1,0,1.0,120,1,10,NOR,0,17,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bachelor i Økonomi og administrasjon,1150_ØA369,Bachelor of Business Administration,1150,NTNU,NTNU,Ålesund,641141,Økonomiske og administrative fag,Økonomiske og administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Bachelor,Økonomiske og administrative fag - bachelor,ØA369,0,B3,ØKADM,ØKADM,0,59,26,0,1,1.0,180,1,0,NOR,0,193,93,100,22,0.48,0.52,2.3,2.5,3.4,3.5,2.9,,,,,,,3.2,3.3,2.7,3.2,3.0,3.6,3.4,2.9,3.3,3.7,3.6,4.2,3.7,3.8,3.6,3.5,3.3,3.4,3.3,3.4,3.9,4.0,3.5,3.2,3.2,3.6,3.1,2.8,3.5,3.1,2.9,4.2,2.5,3.2,,,,,,,,,3.2,2.2,2.6,2.3,2.6,3.4,3.1,2.8,2.7,3.4,3.9,3.6,3.8,3.3,3.9,2.9,3.1,3.1,2.8,3.0,2.8,3.3,3.2,3.1,3.1,3.7,3.0,16.9,14.2,7.5,2.8,2.7,2.4,3.0,2.6,4.9,0.6,1.8,4.0,2.4,0.4,0.2,0.4,2.5,0.2,0.0,1.7,3.6,2.8,3.1,3.7,3.4,2.5,1.3,2.7,2.8,1.0,,2.9,2.9,3.0,3.0,2.3,3.5,3.2
Bachelor i økonomi og administrasjon,1150_ØABACHELOR,Bachelor of Science in Business Administration,1150,NTNU,NTNU,Trondheim,641141,Økonomiske og administrative fag,Økonomiske og administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Bachelor,Økonomiske og administrative fag - bachelor,ØABACHELOR,0,B3,ØKADM,ØKADM,0,266,131,0,1,1.0,180,1,0,NOR,0,835,390,445,21,0.47,0.53,3.8,3.7,4.3,2.7,3.6,,,,,,,2.4,2.7,2.6,2.6,3.5,4.0,3.9,3.4,3.8,3.1,3.7,4.1,3.9,3.7,3.7,3.7,3.7,3.8,4.0,3.8,4.2,4.4,4.2,3.8,4.1,4.1,3.3,3.1,4.0,3.5,3.7,4.3,3.6,3.9,,,,,,,,,3.9,2.9,3.1,3.1,3.3,3.8,2.8,2.4,2.9,3.5,3.6,3.0,3.7,3.1,4.1,3.8,3.6,3.3,3.8,3.6,3.5,3.5,3.1,3.5,3.4,4.0,4.1,12.8,21.4,6.0,3.2,3.2,2.5,3.6,3.1,4.7,1.2,2.9,3.0,1.8,0.6,0.3,0.9,2.4,0.5,0.3,1.9,4.0,2.7,3.3,3.7,3.4,2.8,3.3,3.1,3.4,2.6,3.3,3.3,3.8,3.4,3.2,2.6,3.6,3.9
Master i ledelse av teknologi,1150_ØAMLT,Master of Science in Management of Technology,1150,NTNU,NTNU,Trondheim,741119,Økonomiske og administrative fag,Økonomiske og administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Master,Økonomiske og administrative fag - master,ØAMLT,0,M2,ØKADM,ØKADM,0,37,13,0,1,1.0,120,1,0,NOR,0,77,33,44,24,0.43,0.57,4.0,4.2,4.2,3.8,4.0,,,,,,,2.8,3.4,3.2,3.1,3.8,4.5,4.3,3.9,4.3,3.3,3.9,4.4,3.4,3.7,4.0,3.7,3.6,3.1,3.6,3.5,4.3,4.5,4.4,3.6,4.0,4.2,3.8,3.3,4.3,3.8,4.1,4.3,3.5,3.9,,,,,,,,,4.4,3.1,2.7,2.7,3.2,4.1,4.1,3.7,2.6,4.6,4.4,4.4,4.4,4.0,3.5,3.4,3.8,3.2,3.4,3.4,3.8,3.7,3.5,3.9,3.8,4.6,4.2,13.1,18.7,5.3,2.8,2.8,2.9,2.4,2.7,4.7,2.8,2.9,4.8,4.7,2.2,0.2,0.3,3.9,1.5,0.0,2.4,3.4,3.4,3.3,4.1,4.2,3.6,1.0,1.0,3.4,2.2,,3.4,3.8,4.5,4.3,3.2,4.2,4.5
Master of Public Administration,1150_ØAMPA3,Master of Public Administration,1150,NTNU,NTNU,Trondheim,731108,Samfunnsfag og juridiske fag,Samfunnsfag og juridiske fag,Social sciences and law,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Statsvitenskapelige fag,Statsvitskapelege fag,Political science,Master,Samfunnsfag og juridiske fag - master,ØAMPA3,0,ME,STATSVIT,STATSVIT,0,30,15,1,1,0.6,90,1,0,NOR,0,65,40,25,42,0.62,0.38,3.3,3.7,3.7,3.5,3.5,,,,,,,3.7,3.6,3.3,3.5,3.7,4.5,4.1,4.1,4.2,4.3,4.2,4.3,3.7,4.2,4.2,3.8,3.3,3.0,3.3,3.3,3.9,4.3,4.0,3.5,4.4,4.0,3.2,2.8,2.8,3.0,3.9,3.8,3.7,3.8,,,,,,,,,4.1,3.1,2.7,3.1,3.4,3.9,3.8,3.8,3.0,3.9,4.2,3.5,3.8,3.4,4.1,4.1,3.6,3.5,3.8,3.8,3.4,3.0,3.5,2.9,3.3,4.6,3.6,6.3,11.2,32.8,2.6,3.2,2.8,3.3,2.9,5.0,1.8,2.1,4.7,2.7,1.9,0.1,1.4,1.6,1.2,0.1,1.1,3.7,3.3,3.1,4.7,4.1,3.4,1.0,2.9,3.0,2.9,1.0,2.4,3.2,2.9,3.1,2.4,4.2,4.4
Master i økonomi og administrasjon,1150_ØAMSC,Master of Science in Economics and Business Administration,1150,NTNU,NTNU,Trondheim,741125,Økonomiske og administrative fag,Økonomiske og administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Økonomisk-administrative fag,Økonomisk-administrative fag,Business and administration,Master,Økonomiske og administrative fag - master,ØAMSC,0,M2,ØKADM,ØKADM,0,89,31,0,1,1.0,120,1,0,NOR,0,214,110,104,24,0.51,0.49,3.5,3.5,4.1,2.7,3.4,,,,,,,2.6,3.1,3.0,2.8,3.6,4.5,4.2,3.5,4.0,2.8,3.3,4.4,3.6,3.5,3.7,3.5,3.3,2.2,3.3,3.1,3.9,4.3,3.9,3.5,3.8,3.9,2.9,2.3,3.8,3.0,3.3,4.1,3.4,3.6,,,,,,,,,3.6,2.6,3.0,2.6,2.9,3.8,3.7,2.8,2.6,3.9,4.0,3.1,3.9,3.2,4.1,4.1,3.8,3.3,4.1,3.8,3.4,3.0,3.0,3.3,3.2,4.4,3.7,12.1,27.4,7.3,2.9,3.1,2.3,2.8,2.8,4.7,1.5,2.0,4.5,2.9,1.0,0.1,0.6,2.2,0.2,0.0,1.0,3.6,2.9,3.6,3.9,4.0,2.7,3.0,3.2,3.8,3.0,,3.5,3.5,3.0,2.9,2.2,3.8,4.2
Bachelor i husdyrfag - velferd og produksjon,1174_321,"Animal Sciences - Welfare and Production, Bachelor's Programme",1174,Nord universitet,Nord University,Steinkjer,679903,Primærnæringsfag,Primærnæringsfag,Primary industries,"Primærnæringsfag, andre","Primærnæringsfag, andre","Primary industries, other","Primærnæringsfag, andre","Primærnæringsfag, andre","Primary industries, other",Bachelor,Primærnæringsfag - bachelor,321,0,B3,PRIMÆRNÆR,PRIMÆRNÆR,0,29,24,1,1,1.0,180,1,0,NOR,0,75,56,19,22,0.75,0.25,4.2,4.2,4.3,4.2,4.2,,,,,,,3.0,3.5,3.5,3.3,2.9,3.3,3.4,3.8,3.5,2.7,3.5,3.4,3.6,3.3,3.4,3.5,3.5,3.9,3.9,3.7,4.2,4.3,4.2,3.9,4.2,4.2,4.0,4.0,3.9,4.0,4.0,4.2,3.7,4.0,,,,,,,,,4.3,3.5,3.4,2.6,3.4,3.7,3.4,3.0,3.6,3.9,4.0,3.6,3.9,3.5,4.2,3.8,3.1,2.9,3.0,3.2,3.5,3.5,3.3,3.7,3.5,4.6,4.4,12.2,8.3,8.8,3.6,3.4,3.3,3.8,3.5,4.8,2.0,1.2,3.4,1.9,2.1,1.8,1.8,0.9,0.4,0.3,1.8,4.3,2.8,2.3,3.8,3.5,3.5,3.4,3.7,3.0,2.0,4.5,2.7,3.8,3.0,3.2,3.0,3.4,3.5
